Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,CC_Battery,Torque_Nm,Seats_Clean,Price,Power_Speed_Ratio
Bmw,118i SPORTLINE,I3,"1,499 cc",136.0,213.0,8.5,"$35,000 ",Petrol,5,250 Nm,1499.0,250.0,5.0,35000.0,0.6384976525821596
Bmw,118i M SPORT,I3,"1,499 cc",136.0,213.0,8.5,"$37,000 ",Petrol,5,250 Nm,1499.0,250.0,5.0,37000.0,0.6384976525821596
Bmw,120i M SPORT,I4,"1,998 cc",178.0,230.0,7.1,"$39,000 ",Petrol,5,300 Nm,1998.0,300.0,5.0,39000.0,0.7739130434782608
Bmw,116i EFFICIENTDYNAMICS,I4,"1,598 cc",109.0,195.0,10.9,"$29,000 ",Petrol,5,200 Nm,1598.0,200.0,5.0,29000.0,0.558974358974359
Bmw,116D ADVANTAGE,I3,"1,496 cc",116.0,200.0,10.5,"$31,000 ",Diesel,5,270 Nm,1496.0,270.0,5.0,31000.0,0.58
Bmw,120D EFFICIENTDYNAMICS,I4,"1,995 cc",163.0,225.0,7.7,"$39,000 ",Diesel,5,400 Nm,1995.0,400.0,5.0,39000.0,0.7244444444444444
Bmw,118i SHADOW LINE,I3,"1,499 cc",136.0,213.0,8.5,"$36,000 ",Petrol,5,250 Nm,1499.0,250.0,5.0,36000.0,0.6384976525821596
Bmw,118D SPORT LINE,I4,"1,995 cc",150.0,216.0,8.4,"$36,000 ",Diesel,5,380 Nm,1995.0,380.0,5.0,36000.0,0.6944444444444444
Bmw,120i XDRIVE,I4,"1,998 cc",178.0,230.0,7.2,"$40,000 ",Petrol,5,300 Nm,1998.0,300.0,5.0,40000.0,0.7739130434782608
Bmw,114D SPORT LINE,I3,"1,496 cc",95.0,185.0,12.2,"$28,000 ",Diesel,5,270 Nm,1496.0,270.0,5.0,28000.0,0.5135135135135135
Bmw,118i URBAN LINE,I3,"1,499 cc",136.0,213.0,8.5,"$35,000 ",Petrol,5,250 Nm,1499.0,250.0,5.0,35000.0,0.6384976525821596
Volvo,XC90,I6,"1,969 cc",247.0,200.0,6.5,"$60,000 ",Petrol/Diesel,7,400 Nm,1969.0,400.0,7.0,60000.0,1.235
Volvo,XC60,I6,"1,969 cc",247.0,220.0,6.4,"$55,000 ",Petrol/Diesel,5,400 Nm,1969.0,400.0,5.0,55000.0,1.1227272727272728
Volvo,S90,I6,"1,969 cc",295.0,250.0,5.9,"$60,000 ",Petrol/Diesel,5,400 Nm,1969.0,400.0,5.0,60000.0,1.18
Kia,SPORTAGE LX,I4,"2,480 cc",187.0,200.0,8.0,"$27,000 ",Petrol,5,250 Nm,2480.0,250.0,5.0,27000.0,0.935
Kia,SPORTAGE EX,I4,"2,480 cc",187.0,200.0,8.0,"$30,000 ",Petrol,5,250 Nm,2480.0,250.0,5.0,30000.0,0.935
Kia,SPORTAGE GT-LINE,I4,"2,480 cc",187.0,200.0,8.0,"$32,000 ",Petrol,5,350 Nm,2480.0,350.0,5.0,32000.0,0.935
Kia,SPORTAGE SX TURBO,I4,"1,998 cc",240.0,210.0,6.7,"$36,000 ",Petrol,5,400 Nm,1998.0,400.0,5.0,36000.0,1.1428571428571428
Kia,SPORTAGE NIGHTFALL EDITION,I4,"2,480 cc",187.0,200.0,8.0,"$33,000 ",Petrol,5,350 Nm,2480.0,350.0,5.0,33000.0,0.935
Honda,CIVIC TYPE R,I4,"1,996 cc",315.0,272.0,5.7,"$44,000 ",Petrol,5,400 Nm,1996.0,400.0,5.0,44000.0,1.1580882352941178
Kia,SPORTAGE PHEV,I4 + ELECTRIC,"1,600 cc / 13.8 kwh",261.0,180.0,8.0,"$41,000 ",Plug-In Hybrid,5,350 Nm,2500.0,350.0,5.0,41000.0,1.45
Kia,SPORTAGE 2024(BASE MODEL),I4,"2,480 cc",187.0,200.0,8.0,"$26,000 ",Petrol,5,250 Nm,2480.0,250.0,5.0,26000.0,0.935
Kia,SPORTAGE 2024(TOP TRIM),I4,"1,998 cc",240.0,210.0,6.7,"$38,000 ",Petrol,5,400 Nm,1998.0,400.0,5.0,38000.0,1.1428571428571428
Kia,SPORTAGE 2024(BASE AWD),I4,"2,480 cc",187.0,200.0,8.3,"$29,000 ",Petrol/Awd,5,250 Nm,2480.0,250.0,5.0,29000.0,0.935
Kia,SPORTAGE X-LINE,I4,"2,480 cc",187.0,200.0,8.0,"$32,500 ",Petrol,5,350 Nm,2480.0,350.0,5.0,32500.0,0.935
Kia,SPORTAGE 2024(S TRIM),I4,"2,480 cc",187.0,200.0,8.2,"$28,000 ",Petrol,5,250 Nm,2480.0,250.0,5.0,28000.0,0.935
Honda,ACCORD,I4,"1,498 cc",192.0,201.0,7.1,"$29,400 ",Petrol,5,370 Nm,1498.0,370.0,5.0,29400.0,0.9552238805970149
Kia,SPORTAGE 2024(HYBRID AWD),I4 + ELECTRIC,"1,600 cc / 1.49 kwh",227.0,180.0,8.0,"$37,000 ",Hybrid,5,350 Nm,2500.0,350.0,5.0,37000.0,1.261111111111111
Kia,SPORTAGE 2024(PLUG-IN HYBRID AWD),I4 + ELECTRIC,"1,598 cc / 13.8 kwh",261.0,180.0,7.9,"$42,000 ",Plug-In Hybrid,5,350 Nm,2500.0,350.0,5.0,42000.0,1.45
Kia,SPORTAGE 2024(X-PRO),I4,"2,480 cc",187.0,200.0,8.1,"$36,000 ",Petrol,5,400 Nm,2480.0,400.0,5.0,36000.0,0.935
Kia,SPORTAGE 2024(X-PRO PRESTIGE),I4,"2,480 cc",187.0,200.0,8.1,"$38,000 ",Petrol,5,400 Nm,2480.0,400.0,5.0,38000.0,0.935
Kia,SPORTAGE 2024(SX TURBO AWD),I4,"1,998 cc",240.0,210.0,6.5,"$40,000 ",Petrol/Awd,5,400 Nm,1998.0,400.0,5.0,40000.0,1.1428571428571428
Kia,SPORTAGE 2024(BASE FWD),I4,"2,480 cc",187.0,200.0,8.5,"$26,500 ",Petrol,5,250 Nm,2480.0,250.0,5.0,26500.0,0.935
Honda,CR-V,I4,"1,498 cc",190.0,186.0,8.2,"$30,000 ",Petrol/Hybrid,5,400 Nm,1498.0,400.0,5.0,30000.0,1.021505376344086
Honda,PILOT,V6,"3,471 cc",285.0,209.0,6.3,"$40,000 ",Petrol,8,360 Nm,3471.0,360.0,8.0,40000.0,1.3636363636363635
Honda,CIVIC HATCHBACK,I4,"1,498 cc",180.0,220.0,6.8,"$26,350 ",Petrol,5,300 Nm,1498.0,300.0,5.0,26350.0,0.8181818181818182
Toyota,CAMRY,V6,"3,500 cc",301.0,220.0,6.0,"$27,000 ",Petrol/Hybrid,5,250 Nm,3500.0,250.0,5.0,27000.0,1.3681818181818182
Toyota,COROLLA,I4,"1,798 cc",139.0,180.0,9.4,"$22,500 ",Petrol/Hybrid,5,200 Nm,1798.0,200.0,5.0,22500.0,0.7722222222222223
Toyota,PRIUS,I4,"1,798 cc",121.0,180.0,10.5,"$26,700 ",Hybrid,5,142 Nm,1798.0,142.0,5.0,26700.0,0.6722222222222223
Toyota,RAV4,I4,"2,494 cc",203.0,200.0,8.1,"$27,100 ",Petrol/Hybrid,5,400 Nm,2494.0,400.0,5.0,27100.0,1.015
Toyota,HIGHLANDER,V6,"3,456 cc",295.0,220.0,7.2,"$38,400 ",Petrol/Hybrid,7,370 Nm,3456.0,370.0,7.0,38400.0,1.3409090909090908
Toyota,4RUNNER,V6,"3,956 cc",270.0,200.0,7.5,"$37,400 ",Petrol,5,400 Nm,3956.0,400.0,5.0,37400.0,1.35
Toyota,TACOMA,I4,"2,694 cc",159.0,180.0,9.5,"$26,400 ",Petrol,5,400 Nm,2694.0,400.0,5.0,26400.0,0.8833333333333333
Toyota,TUNDRA,V8,"5,663 cc",381.0,220.0,6.7,"$39,900 ",Petrol,5,650 Nm,5663.0,650.0,5.0,39900.0,1.731818181818182
Toyota,AVALON,V6,"3,456 cc",301.0,220.0,6.9,"$41,400 ",Petrol,5,400 Nm,3456.0,400.0,5.0,41400.0,1.3681818181818182
Toyota,MIRAI,I4,"1,798 cc",151.0,180.0,9.2,"$52,400 ",Hydrogen,5,335 Nm,1798.0,335.0,5.0,52400.0,0.8388888888888889
Toyota,SIENNA,V6,"2,494 cc",245.0,190.0,8.0,"$44,150 ",Petrol/Hybrid,7,360 Nm,2494.0,360.0,7.0,44150.0,1.2894736842105263
Toyota,VENZA,I4,"2,494 cc",219.0,200.0,7.5,"$33,400 ",Hybrid,5,400 Nm,2494.0,400.0,5.0,33400.0,1.095
Toyota,HIGHLANDER HYBRID,V6,"3,456 cc",240.0,220.0,8.2,"$40,400 ",Hybrid,7,350 Nm,3456.0,350.0,7.0,40400.0,1.0909090909090908
Toyota,LAND CRUISER PRADO,V6,"3,956 cc",282.0,200.0,7.2,"$49,400 ",Petrol/Diesel,7,450 Nm,3956.0,450.0,7.0,49400.0,1.41
Toyota,TUNDRA HYBRID,V6,"3,456 cc",344.0,220.0,6.2,"$43,400 ",Hybrid,5,650 Nm,3456.0,650.0,5.0,43400.0,1.5636363636363637
Toyota,YARIS,I4,"1,496 cc",106.0,180.0,11.2,"$18,400 ",Petrol,5,150 Nm,1496.0,150.0,5.0,18400.0,0.5888888888888889
Toyota,C-HR,I4,"1,986 cc",144.0,200.0,10.2,"$24,400 ",Petrol/Hybrid,5,250 Nm,1986.0,250.0,5.0,24400.0,0.72
Toyota,BZ4X,ELECTRIC,"64.8 kwh (Base Model),72.8 kwh (Higher End Model",218.0,200.0,7.5,"$43,400 ",Electric,5,330 Nm,2500.0,330.0,5.0,43400.0,1.09
Toyota,CROWN,HYBRID,"2,494 cc",236.0,200.0,7.6,"$38,400 ",Hybrid,5,400 Nm,2494.0,400.0,5.0,38400.0,1.18
Toyota,MR2,I4,"1,986 cc",168.0,200.0,6.9,"$29,000 ",Petrol,2,400 Nm,1986.0,400.0,2.0,29000.0,0.84
Toyota,CELICA,I4,"1,986 cc",140.0,200.0,8.5,"$25,000 ",Petrol,5,250 Nm,1986.0,250.0,5.0,25000.0,0.7
Honda,CITY,I4,"1,497 cc",119.0,180.0,10.2,"$15,400 ",Petrol/Hybrid,5,145 Nm,1497.0,145.0,5.0,15400.0,0.6611111111111111
Honda,CIVIC,I4,"1,996 cc",158.0,200.0,8.5,"$20,400 ",Petrol,5,400 Nm,1996.0,400.0,5.0,20400.0,0.79
Hyundai,I10,"1.2L,4-CYLINDER,INLINE-4(I4)","1,197 cc",87.0,160.0,12.2,"$12,400 ",Petrol,5,120 Nm,1197.0,120.0,5.0,12400.0,0.54375
Hyundai,I20,"1.4L,4-CYLINDER,INLINE-4(I4)","1,396 cc",99.0,180.0,10.5,"$15,400 ",Petrol/Hybrid,5,250 Nm,1396.0,250.0,5.0,15400.0,0.55
Hyundai,ELANTRA,"2.0L,4-CYLINDER,INLINE-4(I4)","1,999 cc",147.0,200.0,9.5,"$18,400 ",Petrol/Hybrid,5,250 Nm,1999.0,250.0,5.0,18400.0,0.735
Mahindra,XUV500,"2.2L,4-CYLINDER,INLINE-4(I4)","2,179 cc",155.0,180.0,10.5,"$18,400 ",Diesel,7,400 Nm,2179.0,400.0,7.0,18400.0,0.8611111111111112
Mahindra,SCORPIO,"2.2L,4-CYLINDER,INLINE-4(I4)","2,179 cc",140.0,160.0,11.2,"$16,400 ",Diesel,7,280 Nm,2179.0,280.0,7.0,16400.0,0.875
Mahindra,THAR,"2.0L,4-CYLINDER,INLINE-4(I4)","1,997 cc",150.0,180.0,10.5,"$20,400 ",Petrol/Diesel,4,320 Nm,1997.0,320.0,4.0,20400.0,0.8333333333333334
Maruti Suzuki,SWIFT,"1.2L,4-CYLINDER,INLINE-4(I4)","1,197 cc",83.0,160.0,12.2,"$10,400 ",Petrol,5,113 Nm,1197.0,113.0,5.0,10400.0,0.51875
Maruti Suzuki,DZIRE,"1.2L,4-CYLINDER,INLINE-4(I4)","1,197 cc",83.0,160.0,12.2,"$11,400 ",Petrol/Diesel,5,113 Nm,1197.0,113.0,5.0,11400.0,0.51875
Maruti Suzuki,BREZZA,"1.5L,4-CYLINDER,INLINE(I4)","1,462 cc",103.0,180.0,11.5,"$14,400 ",Petrol,5,200 Nm,1462.0,200.0,5.0,14400.0,0.5722222222222222
Toyota,PRIUS PRIME,"2.0L,4-CYLINDER,WITH HYBRID SYSTEM","1,998 cc",220.0,180.0,6.7,"$31,100 ",Plug-In Hybrid,5,220 Nm,1998.0,220.0,5.0,31100.0,1.2222222222222223
Toyota,GR COROLLA,"1.6L,TURBOCHARGED INLINE-3","1,618 cc",300.0,230.0,5.0,"$36,995 ",Petrol,5,370 Nm,1618.0,370.0,5.0,36995.0,1.3043478260869565
Toyota,LAND CRUISER 300,"3.3L,V6,TWIN TURBO DIESEL","3,346 cc",305.0,210.0,6.8,"$58,500 ",Petrol/Diesel,7,650 Nm,3346.0,650.0,7.0,58500.0,1.4523809523809523
Toyota,TUNDRA I-FORCE MAX,"3.5L,V6,HYBRID TWIN-TURBO","3,445 cc",437.0,180.0,6.2,"$56,000 ",Hybrid,5,750 Nm,3445.0,750.0,5.0,56000.0,2.4277777777777776
Toyota,COROLLA HATCHBACK XSE,"2.0L,INLINE-4","1,987 cc",169.0,190.0,8.2,"$25,390 ",Petrol,5,250 Nm,1987.0,250.0,5.0,25390.0,0.8894736842105263
Toyota,MIRAI,"HYDROGEN FUEL CELL,ELECTRIC MOTOR",1.24 kwh,152.0,180.0,9.0,"$49,500 ",Hydrogen,5,335 Nm,2500.0,335.0,5.0,49500.0,0.8444444444444444
Toyota,HILUX GR SPORT,"2.8L,TURBO,DIESEL","2,755 cc",224.0,170.0,10.0,"$50,000 ",Petrol/Diesel,5,500 Nm,2755.0,500.0,5.0,50000.0,1.3176470588235294
Toyota,ALPHARD EXECUTIVE LOUNGE,"2.5L,INLINE-4,HYBRID,OR 3.5L,V6","HYBRID(2,494 cc),V6(3,456 cc)",296.0,180.0,8.5,"$60,000 ",Petrol,7,400 Nm,2500.0,400.0,7.0,60000.0,1.6444444444444444
Toyota,FORTUNER GR SPORT,"2.8L,TURBO,DIESEL","2,755 cc",204.0,175.0,10.5,"$55,000 ",Diesel/Petrol,7,500 Nm,2755.0,500.0,7.0,55000.0,1.1657142857142857
Toyota,INNOVA HYCROSS,2.0L HYBRID,"1,987 cc",184.0,165.0,9.5,"$40,000 ",Hybrid,7,250 Nm,1987.0,250.0,7.0,40000.0,1.1151515151515152
Toyota,COASTER,"4.0L,DIESEL","4,009 cc",134.0,120.0,7.1,"$70,000 ",Diesel,20,500 Nm,4009.0,500.0,20.0,70000.0,1.1166666666666667
Toyota,URBAN CRUISER TAISOR,"1.5L,HYBRID","1,490 cc",114.0,170.0,11.0,"$25,000 ",Petrol,5,130 Nm,1490.0,130.0,5.0,25000.0,0.6705882352941176
Toyota,AYGO X,"1.0L,INLINE-3",998 cc,71.0,160.0,14.8,"$18,000 ",Petrol,4,93 Nm,998.0,93.0,4.0,18000.0,0.44375
Toyota,HILUX REVO ROCCO,"2.8L,TURBO,DIESEL","2,755 cc",204.0,175.0,10.0,"$50,000 ",Diesel,5,500 Nm,2755.0,500.0,5.0,50000.0,1.1657142857142857
Toyota,PROACE VERSO ELECTRIC,ELECTRIC MOTOR,75 KWH,136.0,130.0,13.5,"$55,000 ",Electric,7,280 Nm,2500.0,280.0,7.0,55000.0,1.0461538461538462
Toyota,CENTURY SUV,"3.5L,V6,PLUG IN HYBRID","3,456 cc",406.0,200.0,6.0,"$170,000 ",Petrol,5,500 Nm,3456.0,500.0,5.0,170000.0,2.03
Toyota,COROLLA SEDAN HYBRID,"1.8L,HYBRID","1,798 cc",134.0,180.0,10.0,"$24,000 ",Hybrid,5,300 Nm,1798.0,300.0,5.0,24000.0,0.7444444444444445
Toyota,BZ3,ELECTRIC MOTOR,65 KWH,241.0,160.0,7.5,"$35,000 ",Electric,5,340 Nm,2500.0,340.0,5.0,35000.0,1.50625
Toyota,GR YARIS,"1.6L,TURBOCHARGED INLINE-3","1,618 cc",268.0,230.0,5.5,"$45,000 ",Petrol,4,390 Nm,1618.0,390.0,4.0,45000.0,1.1652173913043478
Hyundai,SANTA FE,1.6L PETROL + PLUG IN HYBRID SYSTEM,"1,600 cc",253.0,180.0,9.3,"$50,000 ",Petrol/Hybrid,7,420 Nm,1600.0,420.0,7.0,50000.0,1.4055555555555554
Hyundai,IONIQ 5,ELECTRIC MOTOR,72.6 KWH,225.0,185.0,7.4,"$41,000 ",Electric,5,350 Nm,2500.0,350.0,5.0,41000.0,1.2162162162162162
Hyundai,Santa Cruz,2.5L Turbocharged Inline-4,"2,500 cc",281.0,215.0,6.5,"$40,799 ",Petrol,5,400 Nm,2500.0,400.0,5.0,40799.0,1.3069767441860465
Hyundai,Kona,1.6L PETROL,"1,591 cc",147.0,185.0,10.5,"$20,500 ",Petrol/Ev,5,400 Nm,1591.0,400.0,5.0,20500.0,0.7945945945945946
Hyundai,Elantra,2.0L Inline-4,"2,000 cc",147.0,210.0,8.3,"$19,950 ",Petrol/Hybrid,5,250 Nm,2000.0,250.0,5.0,19950.0,0.7
Nissan,Urvan,2.5L Turbo Diese,,2488.0,140.0,14.0,"$28,000 ",Diesel,15,356 Nm,2500.0,356.0,15.0,28000.0,17.771428571428572
Hyundai,IONIQ 6,Electric Motor,53.6 kwh(Standard Range) / 77.4 kwh(Long Range),320.0,185.0,5.2,"$41,450 ",Electric,5,350 Nm,2500.0,350.0,5.0,41450.0,1.7297297297297298
Hyundai,Tucson,2.5L Inline-4,"2,500 cc",187.0,180.0,6.1,"$30,500 ",Petrol/Hybrid,5,400 Nm,2500.0,400.0,5.0,30500.0,1.038888888888889
Hyundai,Palisade,3.8L V6,"3,800 cc",291.0,240.0,6.3,"$52,000 ",Petrol,7,355 Nm,3800.0,355.0,7.0,52000.0,1.2125
Hyundai,Sonata,2.5L Inline-4,"2,500 cc",191.0,240.0,8.0,"$25,000 ",Petrol/Hybrid,5,250 Nm,2500.0,250.0,5.0,25000.0,0.7958333333333333
Hyundai,Accent,1.6L Inline-4,"1,600 cc",120.0,180.0,9.8,"$15,000 ",Petrol,5,151 Nm,1600.0,151.0,5.0,15000.0,0.6666666666666666
Hyundai,Venue,1.6L Inline-4,"1,600 cc",121.0,180.0,9.5,"$18,000 ",Petrol,5,240 Nm,1600.0,240.0,5.0,18000.0,0.6722222222222223
Hyundai,KONA Electric,Electric Motor,39.2 kwh,200.0,200.0,6.1,"$40,000 ",Electric,5,395 Nm,2500.0,395.0,5.0,40000.0,1.0
Hyundai,Veloster,2.0L Inline-4,"2,000 cc",275.0,220.0,6.0,"$25,000 ",Petrol,4,264 Nm,2000.0,264.0,4.0,25000.0,1.25
Hyundai,NEXO,Electric Motor,1.56 kwh,161.0,180.0,7.8,"$38,000 ",Hydrogen,5,400 Nm,2500.0,400.0,5.0,38000.0,0.8944444444444445
Hyundai,Ioniq,1.6L Inline-4,"1,600 cc",139.0,160.0,8.5,"$18,000 ",Hybrid/Electric,5,295 Nm,1600.0,295.0,5.0,18000.0,0.86875
Hyundai,Genesis,3.8L V6,"3,800 cc",291.0,240.0,6.3,"$52,000 ",Petrol,5,400 Nm,3800.0,400.0,5.0,52000.0,1.2125
Hyundai,Azera,3.3L V6,"3,300 cc",278.0,240.0,6.5,"$55,000 ",Petrol,5,250 Nm,3300.0,250.0,5.0,55000.0,1.1583333333333334
Hyundai,Equus,3.3L V6,"3,300 cc",278.0,240.0,6.5,"$55,000 ",Petrol,5,400 Nm,3300.0,400.0,5.0,55000.0,1.1583333333333334
Hyundai,Tiburon,2.0L Inline-4,"2,000 cc",160.0,200.0,8.2,"$19,000 ",Petrol,4,320 Nm,2000.0,320.0,4.0,19000.0,0.8
Hyundai,Elantra GT,1.6L Turbo GDI 4-cylinder,"2,000 cc",160.0,200.0,8.3,"$22,000 ",Petrol,5,320 Nm,2000.0,320.0,5.0,22000.0,0.8
Volkswagen,Golf,1.5L Turbo I4 / Electric,1498 cc / 40 - 58 kWh,215.0,210.0,8.5,"$23,000 ",Petrol,5,250 Nm,2500.0,250.0,5.0,23000.0,1.0238095238095237
Volkswagen,Passat,2.0L Turbo I4,1984 cc,215.0,210.0,7.8,"$25,000 ",Petrol,5,250 Nm,1984.0,250.0,5.0,25000.0,1.0238095238095237
Volkswagen,Tiguan,2.0L Turbo I4,1984 cc,190.0,209.0,8.5,"$28,505 ","Petrol, Hybrid",7,300 Nm,1984.0,300.0,7.0,28505.0,0.9090909090909091
Volkswagen,Jetta,1.5L Turbo I4,1498 cc,189.0,210.0,7.7,"$21,995 ",Petrol,5,250 Nm,1498.0,250.0,5.0,21995.0,0.9
Volkswagen,Polo,1.0L Turbo I3 / 1.6L Diesel,999 cc / 1598 cc,140.0,190.0,9.5,"$18,000 ",Petrol,5,175 Nm,2500.0,175.0,5.0,18000.0,0.7368421052631579
Volkswagen,Arteon,2.0L Turbo I4,1984 cc,215.0,250.0,5.6,"$46,000 ",Petrol,5,350 Nm,1984.0,350.0,5.0,46000.0,0.86
Volkswagen,ID.4,Electric,77 kWh,251.5,160.0,7.8,"$39,735 ",Electric,5,310 Nm,2500.0,310.0,5.0,39735.0,1.571875
Volkswagen,Up!,Electric,32.3 kWh,82.0,160.0,13.0,"$15,000 ",Petrol,4,95 Nm,2500.0,95.0,4.0,15000.0,0.5125
Volkswagen,Touareg,3.0L V6 Turbo Diesel / 4.0L V8,2967 cc / 3956 cc,365.5,235.0,5.9,"$55,000 ","Petrol, Diesel",5,600 Nm,2500.0,600.0,5.0,55000.0,1.5553191489361702
Volkswagen,Scirocco,2.0L Turbo I4,1984 cc,202.5,233.0,6.0,"$35,000 ",Petrol,4,350 Nm,1984.0,350.0,4.0,35000.0,0.869098712446352
Volkswagen,Beetle,2.0L Turbo I4,1984 cc,157.5,205.0,7.0,"$20,000 ",Petrol,4,240 Nm,1984.0,240.0,4.0,20000.0,0.7682926829268293
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967 cc,210.5,180.0,7.9,"$40,000 ",Diesel,5,550 Nm,2967.0,550.0,5.0,40000.0,1.1694444444444445
Volkswagen,T-Roc,2.0L Turbo I4,1984 cc,207.5,205.0,7.2,"$30,000 ",Petrol,5,320 Nm,1984.0,320.0,5.0,30000.0,1.0121951219512195
Volkswagen,Sharan,2.0L Turbo I4,1984 cc,185.0,200.0,9.3,"$33,000 ","Petrol, Diesel",7,280 Nm,1984.0,280.0,7.0,33000.0,0.925
Volkswagen,Caddy,1.5L Turbo I4,1498 cc,126.0,185.0,10.5,"$28,000 ","Petrol, Diesel",7,250 Nm,1498.0,250.0,7.0,28000.0,0.6810810810810811
Nissan,NV1500,4.0L V6,3954 cc,261.0,160.0,9.5,"$33,000 ",Petrol,12,385 Nm,3954.0,385.0,12.0,33000.0,1.63125
Volkswagen,Taigo,1.5L Turbo I4,1498 cc,122.5,183.0,10.0,"$24,000 ",Petrol,5,200 Nm,1498.0,200.0,5.0,24000.0,0.6693989071038251
Volkswagen,California,2.0L Turbo I4,1984 cc,177.0,180.0,13.0,"$70,000 ",Diesel,7,340 Nm,1984.0,340.0,7.0,70000.0,0.9833333333333333
Volkswagen,ID.3,Electric,58 - 77 kWh,204.0,160.0,7.3,"$35,000 ",Electric,5,310 Nm,2500.0,310.0,5.0,35000.0,1.275
Volkswagen,ID. Buzz,Electric,77 kWh,204.0,145.0,10.2,"$59,995 ",Electric,7,310 Nm,2500.0,310.0,7.0,59995.0,1.4068965517241379
Volkswagen,Golf GTI,2.0L Turbo I4,1984 cc,245.0,250.0,5.9,"$31,965 ",Petrol,5,350 Nm,1984.0,350.0,5.0,31965.0,0.98
Volkswagen,Golf R,2.0L Turbo I4,1984 cc,315.0,250.0,4.6,"$44,640 ",Petrol,5,420 Nm,1984.0,420.0,5.0,44640.0,1.26
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968 cc,215.0,220.0,7.8,"$36,000 ",Diesel,5,400 Nm,1968.0,400.0,5.0,36000.0,0.9772727272727273
Volkswagen,Polo GTI,2.0L Turbo I4,1984 cc,204.0,238.0,6.7,"$28,000 ",Petrol,5,320 Nm,1984.0,320.0,5.0,28000.0,0.8571428571428571
Volkswagen,Up! GTI,1.0L Turbo I3,999 cc,115.0,196.0,8.8,"$20,000 ",Petrol,4,200 Nm,999.0,200.0,4.0,20000.0,0.5867346938775511
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999 cc / 1498 cc,122.5,200.0,10.2,"$25,000 ",Petrol,5,250 Nm,2500.0,250.0,5.0,25000.0,0.6125
Volkswagen,ID.5,Electric,77 kWh,236.5,180.0,8.4,"$45,000 ",Electric,5,310 Nm,2500.0,310.0,5.0,45000.0,1.3138888888888889
Volkswagen,ID. Buzz Cargo,Electric,77 kWh,204.0,145.0,10.2,"$55,000 ",Electric,3,310 Nm,2500.0,310.0,3.0,55000.0,1.4068965517241379
Volkswagen,Touareg R,Plug-in Hybrid V6,2995 cc,462.0,250.0,5.1,"$70,000 ",Hybrid,5,700 Nm,2995.0,700.0,5.0,70000.0,1.848
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395 cc / 1968 cc,184.0,190.0,9.4,"$50,000 ","Petrol, Hybrid",7,350 Nm,2500.0,350.0,7.0,50000.0,0.968421052631579
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,85.0,190.0,10.5,"$22,000 ",Diesel,5,250 Nm,1199.0,250.0,5.0,22000.0,0.4473684210526316
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498 cc,140.0,210.0,8.9,"$30,000 ",Petrol,5,250 Nm,1498.0,250.0,5.0,30000.0,0.6666666666666666
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,173.5,210.0,7.1,"$35,000 ",Petrol,5,350 Nm,1968.0,350.0,5.0,35000.0,0.8261904761904761
Volkswagen,Scirocco R,2.0L Turbo I4,1984 cc,280.0,250.0,5.5,"$40,000 ",Petrol,4,350 Nm,1984.0,350.0,4.0,40000.0,1.12
Volkswagen,Tiguan Allspace,2.0L Turbo I4,1984 cc,207.0,215.0,7.6,"$35,000 ",Petrol,7,320 Nm,1984.0,320.0,7.0,35000.0,0.9627906976744186
Volkswagen,Arteon 4MOTION,2.0L Turbo I4,1984 cc,255.0,250.0,5.6,"$48,000 ",Petrol,5,350 Nm,1984.0,350.0,5.0,48000.0,1.02
Volkswagen,ID.4 GTX,Electric AWD,77 kWh,299.0,180.0,6.2,"$50,000 ",Electric,5,460 Nm,2500.0,460.0,5.0,50000.0,1.6611111111111112
Volkswagen,ID.3 Pro,Electric,58 kWh,204.0,160.0,7.3,"$35,000 ",Electric,5,310 Nm,2500.0,310.0,5.0,35000.0,1.275
Volkswagen,Golf Variant,1.5L Turbo I4 / 2.0L Diesel I4,1498 cc / 1968 cc,140.0,220.0,7.5,"$32,000 ",Petrol,5,320 Nm,2500.0,320.0,5.0,32000.0,0.6363636363636364
Volkswagen,Crafter,2.0L Turbo Diesel I4,1968 cc,139.5,160.0,13.0,"$40,000 ",Diesel,3,410 Nm,1968.0,410.0,3.0,40000.0,0.871875
Volkswagen,Lupo,1.4L I3 Gas / 1.2L Diesel I3,1390 cc / 1199 cc,67.5,170.0,14.3,"$15,000 ",Petrol,4,120 Nm,2500.0,120.0,4.0,15000.0,0.39705882352941174
Volkswagen,Corrado,2.9L VR6,2861 cc,190.0,235.0,6.4,"$25,000 ",Petrol,4,245 Nm,2861.0,245.0,4.0,25000.0,0.8085106382978723
Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,2967 cc / 5998 cc,345.0,250.0,6.1,"$85,000 ",Petrol,5,560 Nm,2500.0,560.0,5.0,85000.0,1.38
